Campaign_ID,Message,Campagin_Title ,Receiving NPO name ,Number_campaigns_NPO,Campaign_Status,Actual_Donation_Amount,Log10_Donation_Amount,Distinct_Donors,Campaign_Goal,Campaign Completion Rate,Days Left for Campaign,Duration,Campaign Start Date,Campaign Start Date,Month,Month,Day,Year,Campaign End Date,Campaign End Date,Month,Month,Day,Year,NPO Ipc Status For Tax Deductibility,NPO,Campaign Image #,Campaign Image1 Id,Campaign Image2 Id,Campaign Image3 Id,Campaign Image4 Id,Campaign Image5 Id,Campaign Vid #,Campaign Video,Message,Impact Message 1,Impact Message 2,Impact Message 3,Impact Message 4,Impact Message 5,Custom Amount 1,Custom Amount 2,Custom Amount 3,Custom Amount 4,About Campaign,About Charity,Org Cause Animal Welfare,Org Cause Arts & Heritage,Org Cause Children & Youth,Org Cause Community,Org Cause Disability,Org Cause Education,Org Cause Elderly,Org Cause Environment,Org Cause Families,Org Cause Health,Org Cause Humanitarian,Org Cause Social Service,Org Cause Sports,Org Cause Women & Girls,Cam Cause Animal Welfare,Cam Cause Arts & Heritage,Cam Cause Children & Youth,Cam Cause Community,Cam Cause Disability,Cam Cause Education,Cam Cause Elderly,Cam Cause Environment,Cam Cause Families,Cam Cause Health,Cam Cause Humanitarian,Cam Cause Social Service,Cam Cause Sports,Cam Cause Women & Girls
58699053,1,BB Week 2021 (Adam Road Presbyterian Church),The Boys' Brigade in Singapore,97,ENDED,"36,730",0,52," 64,364 ",57%,Campaign Ended,29,7/3/21,"March 7, 2021",3,March,7,2021,4/4/21,"April 4, 2021",4,April,4,2021,TRUE,1,5,58699086,58699099,58699208,58699220,58699228,0,,1,Thank you for giving to BB Week 2021. Your donation will go a long way in helping raise our youth!,Thank you for giving to BB Week 2021. Your donation will go a long way in helping raise our youth!,Thank you for giving to BB Week 2021. Your donation will go a long way in helping raise our youth!,Thank you for giving to BB Week 2021. Your donation will go a long way in helping raise our youth!,"Every contribution, big or small, will have a hand in raising our youth of today. Thank you for your donation!",10,50,100,200,"This is the BB Week Campaign for Adam Road Presbyterian Church. The Companies we sponsor are:
5th Singapore Company (Kuo Chuan Presbyterian Secondary School)
34th Singapore Company ( Marsiling Secondary School)
42J Singapore Company (Nanyang Primary School)
66th Singapore Company (Woodlands Secondary School). 

Thank you for donating!","The Boys' Brigade (BB) was founded in Glasgow, Scotland, in 1883 as a uniformed youth organisation. Today, the movement has spread across the globe with over half a million members worldwide. 
 
The BB in Singapore was founded on 12 January 1930.  We employ a holistic approach in the development of youths. Through our programme, we hope for our youths to be world-ready, with the passion to act on their dreams and to serve and care for the community.

Boys and Youths discover more about themselves, overcome challenges and broaden their perspectives through our exciting outdoor adventure activities, meaningful community projects and enrichment programmes. Increasingly, the emphasis is on leadership development, team building, life skills, adventure activities and community service.

The BB members' experiential learning journey takes place in three specially designed programmes, namely Juniors Programme (Primary Schools), Seniors Programme (Secondary Schools) and Primers Programme (Polys, JCs and ITEs).",,,Children & Youth,Community,,Education,,,,,,,,,,,Children & Youth,Community,,Education,,,,,,,,
58706088,1,Megha's Birthday Giving Back Celebration,Babes Pregnancy Crisis Support Ltd,1,ENDED,"1,410",0,10," 4,000 ",35%,Campaign Ended,32,14/3/21,"March 14, 2021",3,March,14,2021,14/4/21,"April 14, 2021",4,April,14,2021,TRUE,1,2,58779425,58779434,0,0,0,0,,1,Thank you so much for your generous donation!,Thank you so much for your generous donation!,Thank you so much for your generous donation!,Thank you so much for your generous donation!,Thank you so much for your generous donation!,10,50,100,200,"'It's my birthday on the 14th of March and I was thinking of using the day as an opportunity to raise awareness for BABES and help fundraise for your organisation.' 

From 14th March to 14th April, Megha will be aiming to raise $4000 for Babes Discretionary Fund to lend support to teenage girls in need of support. 

Babes Discretionary Fund

Along with dealing with the emotional upheaval of their unplanned pregnancy, many of the teenage girls Babes assist come from needy families who struggle to afford even the most essential food and necessities. The unplanned pregnancy thus puts an immense strain on their tight resources. For girls with no family support, their situation is even more dire. 

The Babes Discretionary Fund aims to tide them with urgent essential expenses as they connect with the relevant agencies for financial assistance.

The fund will be used, and not limited to, to offset:
- Medical consultation 
- Transport
- Mobile top-ups 
- Household items etc","Babes Pregnancy Crisis Support Ltd offers support to pregnant teenagers by proactively providing information and community resources that facilitate responsible decision making. Babes believes that support from her family, friends and wider community is essential for a pregnant teenager to make her decision responsibly and for her to experience a sense of normalcy in this difficult period.",,,Children & Youth,,,,,,,,,,,Women & Girls,,,Children & Youth,,,,,,,,,,,Women & Girls
59722003,1,Gift of Sight,National Healthcare Group Fund,1,ACTIVE,"4,990",,38," 150,000 ",3%,67,44479,23/3/00,"March 23, 2021",3,March,23,,31/12/21,"December 31, 2021",12,December,31,2021,TRUE,1,1,59721999,0,0,0,0,1,https://youtu.be/Zk4wph8RxCA,1,Thank you for helping someone keep their vision.,Thank you for helping someone keep their vision.,Thank you for helping someone keep their vision.,Thank you for helping someone keep their vision.,Thank you for helping someone keep their vision.,10,50,100,220,"Sam Fong is glad that he can still see today. He had not heard of glaucoma, and never expected the disease to come to him so suddenly.

Glaucoma, the 'silent thief of sight', accounts for 40% of blindness in Singapore. It damages your vision so slowly that you do not notice the gradual loss until it is too late.

Sam would have lost his sight if not for the early diagnosis and treatment at NHG Eye Institute (NHGEI).

You can help many others keep their vision. Support our Gift of Sight campaign to reduce vision loss due to eye diseases common in Singapore. Your donation will help us to:

- Improve early detection and monitoring of common eye diseases
- Bring eye care into homes and communities
- Improve treatment and patient care
through research and innovation

Join us to reduce vision loss. Fund Vision, Find Sight.","National Healthcare Group Fund (NHGF), UEN: 201623926M, is a registered charity with Institutions of Public Character (IPC) status.

With the rapid changes in technology and medical environment, NHGF aims to raise awareness on promoting and supporting medical research and education as well as extending related patient care services that will benefit the Singapore community.

The funds raised by NHGF will be used to address and bridge the gaps of existing grants and schemes for research, education and patient care; empower healthcare professionals, scientists and researchers to accelerate research by providing support that is not dependent on external research grants; encourage innovation and pilot research projects to test new ideas; nurture future generations of healthcare professionals through continuing medical education and extending funded healthcare and support to patients who are determined to be in need of assistance to help them with their recovery journey.",,,,,,,,,,Health,,,,,,,,Community,Disability,,Elderly,,,Health,,,,
59732707,1,10 Dollars Indulgence Drop,T.H.E Dance Company Ltd.,1,ACTIVE,443,,9," 4,000 ",11%,67,44485,17/3/00,"March 17, 2021",3,March,17,,31/12/21,"December 31, 2021",12,December,31,2021,TRUE,1,2,59989291,59989299,0,0,0,0,,1,Your kind donations will support our dance education programmmes and make dance education at T.H.E Dance Company more accessible for those with financial constraints.,Your kind donations will support our dance education programmmes and make dance education at T.H.E Dance Company more accessible for those with financial constraints.,Your kind donations will support our dance education programmmes and make dance education at T.H.E Dance Company more accessible for those with financial constraints.,Your kind donations will support our dance education programmmes and make dance education at T.H.E Dance Company more accessible for those with financial constraints.,Your kind donations will support our dance education programmmes and make dance education at T.H.E Dance Company more accessible for those with financial constraints.,10,50,100,250,"How much do you usually spend on an average day? Do you keep tabs on your online shopping sprees, or calculate your daily expenditure on meals, drinks, cab fares and entertainment?

Why not save up some of your indulgence spendings and give back to the community by donating to an arts and culture or social organisation? A small of $10 gift goes a long way for a non-profit organisation like ours. 

Here are some things you can do if you set aside a small sum each month:
- Donate to support T.H.E Dance Company's dance education programmes
- Donate to other non-profit organisations with causes you believe in
- Attend our classes and learn new skills
- Save up for a rainy day

In an effort to make dance education at T.H.E Dance Company more accessible for those who may face higher barriers to entry due to financial constraints, donations garnered through this campaign will be set aside to support our dance education programmes, which include the enabling of 7 - 8 students and participants to develop and grow their skills and knowledge in contemporary dance. They can then continue their exploration of the art form without being deterred by the cost that goes into sustaining this passion.

Donations raised in 2021 through this campaign will be used in 2022.

Come play a part in making dance education more accessible with The Human Expression (T.H.E) Dance Company.","Described as a dance company 'at the top of its game', The Human Expression Dance Company (T.H.E), along with our semi-professional training arm, T.H.E Second Company, are names synonymous with ground breaking contemporary dance of the highest quality and artistry. 

Founded in 2008 by Artistic Director Kuik Swee Boon with 6 members, T.H.E has become a household name in Singapore and the region, having commissioned and performed at most major local arts festivals and in prestigious international festivals such as Les Hivernales Festival in Avignon, France; Oriente Occidente Festival in Rovereto, Italy; SIDance Festival and Seoul Performing Arts Festival in South Korea; amongst others.

With our unique brand of highly physical and kinetic works, T.H.E digs deep into the universal human experience. At the heart of our works lies a connection with heritage and collective history as Singaporeans, juxtaposed with incisive, insightful observations on modern society: elements that set apart our repertoire of origina",,,,,,Education,,,,,,,,,,Arts & Heritage,,,,Education,,,,,,,,
59744962,1,BB Week 2021 (91st Singapore Company),The Boys' Brigade in Singapore,97,ENDED,60,0,2," 18,008 ",0%,Campaign Ended,29,7/3/21,"March 7, 2021",3,March,7,2021,4/4/21,"April 4, 2021",4,April,4,2021,TRUE,1,5,59744952,59744954,59744956,59744958,59744960,0,,1,Thank you for giving to BB Week 2021. Your donation will go a long way in helping raise our youth!,Thank you for giving to BB Week 2021. Your donation will go a long way in helping raise our youth!,Thank you for giving to BB Week 2021. Your donation will go a long way in helping raise our youth!,Thank you for giving to BB Week 2021. Your donation will go a long way in helping raise our youth!,Thank you for giving to BB Week 2021. Your donation will go a long way in helping raise our youth!,10,50,100,200,"This is the BB Week Campaign for 91st Singapore Company. 

Our Company is sponsored by Regent Secondary School and Bukit Panjang Gospel Chapel. Thank you for donating!","The Boys' Brigade (BB) was founded in Glasgow, Scotland, in 1883 as a uniformed youth organisation. Today, the movement has spread across the globe with over half a million members worldwide. 
 
The BB in Singapore was founded on 12 January 1930.  We employ a holistic approach in the development of youths. Through our programme, we hope for our youths to be world-ready, with the passion to act on their dreams and to serve and care for the community.

Boys and Youths discover more about themselves, overcome challenges and broaden their perspectives through our exciting outdoor adventure activities, meaningful community projects and enrichment programmes. Increasingly, the emphasis is on leadership development, team building, life skills, adventure activities and community service.

The BB members' experiential learning journey takes place in three specially designed programmes, namely Juniors Programme (Primary Schools), Seniors Programme (Secondary Schools) and Primers Programme (Polys, JCs and ITEs).",,,Children & Youth,Community,,Education,,,,,,,,,,,Children & Youth,Community,,Education,,,,,,,,
59749125,1,BB Week 2021 (77th Singapore Company),The Boys' Brigade in Singapore,97,ENDED,"5,310",0,5," 6,452 ",82%,Campaign Ended,29,7/3/21,"March 7, 2021",3,March,7,2021,4/4/21,"April 4, 2021",4,April,4,2021,TRUE,1,5,59749115,59749117,59749119,59749121,59749123,0,,1,Thank you for giving to BB Week 2021. Your donation will go a long way in helping raise our youth!,Thank you for giving to BB Week 2021. Your donation will go a long way in helping raise our youth!,Thank you for giving to BB Week 2021. Your donation will go a long way in helping raise our youth!,Thank you for giving to BB Week 2021. Your donation will go a long way in helping raise our youth!,Thank you for giving to BB Week 2021. Your donation will go a long way in helping raise our youth!,10,50,100,200,"This is the BB Week Campaign for 77th Singapore Company. 

Our company consists of boys from Teck Whye Secondary School supported by volunteers of Bukit Panjang Gospel Chapel.

Thank you for donating!","The Boys' Brigade (BB) was founded in Glasgow, Scotland, in 1883 as a uniformed youth organisation. Today, the movement has spread across the globe with over half a million members worldwide. 
 
The BB in Singapore was founded on 12 January 1930.  We employ a holistic approach in the development of youths. Through our programme, we hope for our youths to be world-ready, with the passion to act on their dreams and to serve and care for the community.

Boys and Youths discover more about themselves, overcome challenges and broaden their perspectives through our exciting outdoor adventure activities, meaningful community projects and enrichment programmes. Increasingly, the emphasis is on leadership development, team building, life skills, adventure activities and community service.

The BB members' experiential learning journey takes place in three specially designed programmes, namely Juniors Programme (Primary Schools), Seniors Programme (Secondary Schools) and Primers Programme (Polys, JCs and ITEs).",,,Children & Youth,Community,,Education,,,,,,,,,,,Children & Youth,Community,,Education,,,,,,,,
60815525,1,Love Potong Pasir - Calvary Community Care(C3),Calvary Community Care,2,ACTIVE,"12,430",,20," 100,000 ",12%,67,44467,4/4/00,"April 4, 2021",4,April,4,,31/12/21,"December 31, 2021",12,December,31,2021,TRUE,1,2,63009658,63009669,0,0,0,0,,1,"Thank you for donating. Your gift enables us to help more children struggling with basic English, youths-at-risk and seniors who are prone to social isolation.","Thank you for donating. Your gift enables us to help more children struggling with basic English, youths-at-risk and seniors who are prone to social isolation.","Thank you for donating. Your gift enables us to help more children struggling with basic English, youths-at-risk and seniors who are prone to social isolation.","Thank you for donating. Your gift enables us to help more children struggling with basic English, youths-at-risk and seniors who are prone to social isolation.","Thank you for donating. Your gift enables us to help more children struggling with basic English, youths-at-risk and seniors who are prone to social isolation.",50,100,300,500,"Together, we can bring Love to Potong Pasir in this post Covid-19 Singapore. For C3, ""Potong Pasir"" refers to the SMC, which includes potential work in Bidadari and Joo Seng. 

Calvary Community Care (C3)'s work in Potong Pasir centres on empowering people around us - this includes the seniors, youths and children. Donations for Love Potong Pasir will go towards programmes targeted at strengthening social interaction and increasing social mobility of beneficiaries in this estate.

Leveraging on adoption of technology and volunteers, we want to:
1. Help seniors age gracefully in their golden years; and to gain access and understanding to digital technology so they are not left behind in the digital journey;
2. Empower youths through positive engagement, and release them into their fullest potential;
3. Help children grow their love for reading through technology and in-person so as to increase social mobility. We want to enable every child to do well, regardless of their starting point.

Partner us and make a generous donation to Love Potong Pasir. Your donation will have a lasting impact in transforming lives and contribute to a stronger social compact.

Join us in our mission to #LovePotongPasir together. #SGUnited","Calvary Community Care is a registered charity and member of the National Council of Social Service (NCSS) who works with children, youth and seniors.We have been conferred the Institution of a Public Character (IPC) Status since 2012. Our services centers on helping the sandwich groups - those whose needs are not met because they are less visible.

For more information, visit calvary.sg",,,Children & Youth,Community,,Education,Elderly,,,,,,,,,,Children & Youth,Community,,Education,Elderly,,,,,,,
60843358,1,AWWA Adult Disability Home Campaign,AWWA Ltd,3,ENDED,"3,090",0,35," 100,000 ",3%,Campaign Ended,101,22/3/21,"March 22, 2021",3,March,22,2021,30/6/21,"June 30, 2021",6,June,30,2021,TRUE,1,3,60843161,60843309,60843323,0,0,0,,1,Your donation will help to provide a conducive environment for our clients with special needs. Thank you for contributing to the Adult Disability Home Campaign 2021!,Your donation will help to provide a conducive environment for our clients with special needs. Thank you for contributing to the Adult Disability Home Campaign 2021!,Your donation will help to provide a conducive environment for our clients with special needs. Thank you for contributing to the Adult Disability Home Campaign 2021!,Your donation will help to provide a conducive environment for our clients with special needs. Thank you for contributing to the Adult Disability Home Campaign 2021!,Your donation will help to provide a conducive environment for our clients with special needs. Thank you for contributing to the Adult Disability Home Campaign 2021!,50,100,200,300,"In line with AWWA's mission to empower the disadvantaged to lead independent and dignified lives, and our ethos to fill gaps in answer to the needs of the disadvantaged, AWWA will be starting an Adult Disability Home (ADH). With the ADH, 300 clients in the post-18 cohort will have a safe place to live, and their needs provided for. For those whose families are unable to care for them, AWWA ADH provides respite and peace of mind knowing that their family members are well taken care of.

Thank you for your support and contribution to the AWWA Adult Disability Home!","Established in 1970, AWWA is a local non-profit organisation that provides community-based programmes and services to people of all ages. From early intervention programmes to special education for children and youth with special needs and multiple disabilities, caregivers support, life-enhancing services for families to senior community home, rehabilitation and outreach programmes and services to enable ageing-in-place and active-ageing, AWWA puts people first. Through our programmes and services, we strive to empower and optimise the potential of our clients to lead dignified and independent lives. 

Visit us at awwa.org.sg to find out more about services and programmes.",,,Children & Youth,,Disability,Education,Elderly,,,,,,,,,,Children & Youth,,Disability,Education,Elderly,,,,,,,
60975589,1,Changi Chapel & Museum,National Heritage Board - National Heritage Fund,1,ACTIVE,15,,2," 1,000 ",2%,189,44560,3/5/00,"May 3, 2021",5,May,3,,2/5/22,"May 2, 2022",5,May,2,2022,TRUE,1,1,60982803,0,0,0,0,0,,1,Your gift helps our ongoing efforts in preserving these stories for the current and future generations. Thank you for your support!,Your gift helps our ongoing efforts in preserving these stories for the current and future generations. Thank you for your support!,Your gift makes a big difference in our ongoing efforts to preserve and share these stories for the current and future generations. Thank you for your support!,Your gift makes a tremendous difference in our ongoing efforts to preserve and share these stories for the current and future generations. Thank you for your support!,Your generous gift makes a tremendous difference in our ongoing efforts to preserve and share these stories for the current and future generations. Thank you for your support!,10,50,100,200,"The Changi Chapel and Museum will reopen with new content and artefacts presented in an intimate and engaging format to tell the story of the prisoners of war (POWs) and civilians interned in Changi prison camp during the Japanese Occupation. As part of the revamp, the National Museum of Singapore has been collecting stories and personal objects from families of former internees that emphasise their personal experiences. The museum's narrative is centred on remembrance and reflection, encouraging visitors to contemplate both the hardships that the internees underwent, as well as their courage and resilience in the face of difficulties.","The National Heritage Board's mission is to preserve and celebrate the shared heritage of our diverse communities, for the purpose of education, nation building and cultural understanding. It manages the national museums and heritage institutions, sets policies relating to heritage sites, national monuments, and the national collection. Through the national collection, NHB curates heritage programmes and presents exhibitions to connect the past, present, and future generations of Singapore. We need your support in order to grow and sustain our efforts in conserving our heritage and culture. 

For more information on the full scope of NHB's work, https://www.nhb.gov.sg/

Get updates by following us on https://www.facbook.com/NationalHeritageBoardSG/

Pride in our past, Legacy for our Future.",,,,,,,,,,,,,,,,Arts & Heritage,,,,Education,Elderly,,,,,,,
61409167,1,Sponsor child-family-programmes #SgUnited,Bartley Community Care Services,2,ENDED,"2,010",0,15," 10,000 ",20%,Campaign Ended,91,1/4/21,"April 1, 2021",4,April,1,2021,30/6/21,"June 30, 2021",6,June,30,2021,TRUE,1,5,62750502,62750568,62750581,62750598,62760303,1,https://youtu.be/CM6OLQ0PwO0,1,"Thank you for your giving that helps transform the lives of children, families, seniors who are supported by BCCS programmes and services.","Thank you for your giving that helps transform the lives of children, families, seniors who are supported by BCCS programmes and services.","Thank you for your giving that helps transform the lives of children, families, seniors who are supported by BCCS programmes and services.","Thank you for your giving that helps transform the lives of children, families, seniors who are supported by BCCS programmes and services.","Thank you for your giving that helps transform the lives of children, families, seniors who are supported by BCCS programmes and services.",50,100,200,500,"You can help Transform a Life - the Power is in Your Hands!

Your Giving helps Sponsor the Needs of Disadvantaged Children, Seniors and Families through our programmes and services. Many of whom have fallen through the cracks of society - the disadvantaged child who cannot afford reading and tuition classes, the single mum who struggles to bring food to the table for her family of 6, the frail senior who lives in isolation and at-risk children in need of learning and mentoring support. 

The COVID-19 pandemic has compounded the already challenging situations of our beneficiaries, added financial woes, causing more distress for our vulnerable children, seniors and struggling families. We appeal to your spirit of generosity and compassion to partner and support BCCS to continue to Touch Hearts and Build Lives. Thank you for enabling us to continue to journey with the disadvantaged out of their trying circumstances.","BCCS provides programmes and services to help the low-income/disadvantaged in the community. We hope to touch their hearts and lives through our personal care and attention. We walk with those in need to give them hope, to get them out of their seemingly helpless predicament, and spur them on in their journey to build their lives with dignity.

Our family-based services and programmes are founded on the belief that every individual deserves a chance to reach his/her potential. BCCS works on the premise that we who are blessed are to share the blessings with those less fortunate in our society through practical help for them. Through our literacy, mentoring, skills training and other family programmes, we reach out to children, youths, seniors and families who are disadvantaged by their circumstances.",,,Children & Youth,,,,Elderly,,Families,,,Social Service,,,,,Children & Youth,,,,Elderly,,Families,,,Social Service,,
61429250,1,Fairy Godparent Programme - Help our children and STOP intergenerational offending!,ISCOS ReGen Fund,2,ACTIVE,"7,810",,17," 500,000 ",2%,157,44558,3/4/00,"April 3, 2021",4,April,3,,31/3/22,"March 31, 2022",3,March,31,2022,TRUE,1,3,61429244,61429246,67339430,0,0,1,https://www.youtube.com/watch?v=Pb4fMAuXoyE,1,Thank you for your support! Your donation will help to keep the Fairy Godparent Programme going for our children and families.,Thank you for your support! Your donation will help to keep the Fairy Godparent Programme going for our children and families.,Thank you for your support! Your donation will help to keep the Fairy Godparent Programme going for these children and families.,Thank you for your support! Your donation will help to keep the Fairy Godparent Programme going for these children and families.,Thank you for your support! Your donation will help to keep the Fairy Godparent Programme going for these children and families.,50,100,300,500,"The absence of parental figure. Loss of care and trust. Strained family ties. Feelings of shame and abandonment. Social stigma.

""For someone like me, what future is there for me? Nobody cares.""

These came from the realities of the children of reformed offenders. When an individual goes to prison, he or she is not the only one affected. Their family members suffer greatly in many ways too, especially the children. Studies have shown that due to the various factors and negative exposures, there is a higher likelihood for them to follow their parent's missteps and commit crimes, a phenomenon known as intergenerational offending.

Through the Fairy Godparent Programme, we reach out to these children from low-income families via various academic and pro-social initiatives (see image 3 for list) throughout their growing up years. When COVID-19 hits, we had to step up and go virtual to continue engaging these children because we know that this is the time the families require support the most, with the pandemic aggravating their already challenging situation. 

With your donation, we can make a difference in these young lives together and provide them with access to opportunities so that they can chart their own paths in life.","The ISCOS ReGen Fund is a registered charity that supports children and families of reformed offenders as well as the reformed offenders in rebuilding their lives. The charity is an approved Institution of a Public Character (IPC) since 15 March 2019.

Through the Fairy Godparent Programme (FGP), various initiatives are rolled out to empower the children with the opportunity of a complete education and the skills required to be employable and financially independent in future. FGP is designed with the main objective of preventing intergenerational offending.",,,Children & Youth,,,Education,,,Families,,,Social Service,,,,,Children & Youth,,,Education,,,Families,,,Social Service,,
61576679,1,Zakat Donations,Persatuan Pemudi Islam Singapura (PPIS),1,ACTIVE,"61,241",,198," 500,000 ",12%,168,44560,12/4/00,"April 12, 2021",4,April,12,,11/4/22,"April 11, 2022",4,April,11,2022,TRUE,1,1,61902166,0,0,0,0,0,,1,"Thank you for supporting our cause. Your gift today, is their brighter tomorrow!","Thank you for supporting our cause. Your gift today, is their brighter tomorrow!","Thank you for supporting our cause. Your gift today, is their brighter tomorrow!","Thank you for supporting our cause. Your gift today, is their brighter tomorrow!","Thank you for supporting our cause. Your gift today, is their brighter tomorrow!",10,50,100,200,"Nur, aged 6, is a new student at PPIS preschool and she is not alone. She is joined by her two younger siblings, who are also enrolled in the same school as both their parents are working. Unlike her peers, Nur entered school later due to COVID-19.

Her father, the sole breadwinner of the family, was retrenched from his job due to the pandemic. Trying to make ends meet, Nur's father took on a second job while her mother decided to return to the workforce to help support the family. They also re-located, and that is when Nur's parents chanced upon PPIS as an alternative childcare arrangement.

Nur's parents worked tirelessly to provide for their children, even as their savings depleted by the day. PPIS was deeply moved by their sheer grit and determination to carve out a better life for their family, and stepped in to provide the necessary support for Nur and her siblings. 

Today, through donations made to PPIS, Nur and her siblings get to learn and play with friends while their parents - including her mother who has successfully secured a permanent job - head out to work with peace of mind. More importantly, these children have equitable access to quality education and are empowered to realise their potential.

PPIS preschools offer a safe space for vulnerable children like Nur and her siblings. There is always light at the end of the tunnel, and we hope you can be the light in our children's eyes.

(Zakat contributions are not eligible for tax-deduction.)","PPIS (Singapore Muslim Women's Association) is a non-profit organisation dedicated to helping less-privileged women, children and families through holistic community programmes. We offer Family Services, Student Care and Early Childhood Education through 16 Centres islandwide.

Since 1952, we have helped 40,000 Muslim women, children and their families through services such as family therapy, fostering, early childhood education, afterschool care and training.

This year, we hope to raise funds of $1.21 million to continue to support women and their families!",,,Children & Youth,Community,,Education,,,,,,,,Women & Girls,,,Children & Youth,Community,,,,,,,,,,
61613112,1,Justice in Action,Law Society Pro Bono Services,1,ACTIVE,"76,798",,43," 100,000 ",77%,171,44560,15/4/00,"April 15, 2021",4,April,15,,14/4/22,"April 14, 2022",4,April,14,2022,TRUE,1,1,61613105,0,0,0,0,0,,1,Our heartfelt thanks to you for supporting access to justice for all!,Our heartfelt thanks to you for supporting access to justice for all!,Our heartfelt thanks to you for supporting access to justice for all!,,Our heartfelt thanks to you for supporting access to justice for all!,10,20,50,0,"Justice can mean different things to different people. Legal justice, in particular, is often unrelatable to most people unless they have experienced a brush with the law, whether personally or by loved ones. Oftentimes, the legal issues they face are accompanied or brought about by wider social issues, such as poverty, employment, education, and mental health. We believe that with better access to legal justice, we can level the playing field for the weak and vulnerable.
 
At Law Society Pro Bono Services (LSPBS), we aim to improve access to justice for all through legal awareness, advice, and advocacy.

Our programmes help protect and empower marginalized individuals through legal education and pro bono legal advice and representation. We also support Singapore community organisations (non-profit organisations, charities, social enterprises) with legal assistance and capacity building, helping them to help others.
 
LSPBS will only be able to sustain these programmes with your support. Every little bit helps.
 
All proceeds of this campaign will go towards LSPBS' operating and programme costs.","The law is a mystery for many. And intimidating. Especially if you can't afford legal advice.
 
Our lawyers give generously and selflessly of their time and expertise for the needy in our community - to help those who can't help themselves. Our lawyers also do pro bono work for nonprofit organisations, helping them to help others.
 
We are a Singapore registered Charity (UEN: 201700430E) and Institution of a Public Character, established to support our lawyers in the noble cause of serving the vulnerable and the marginalised with access to justice.",,,Children & Youth,,,Education,,,,,Humanitarian,Social Service,,,,,Children & Youth,,,Education,,,,,Humanitarian,Social Service,,
61899752,1,Help pregnant teenagers in need this Ramadan!,Babes Pregnancy Crisis Support Ltd,1,ENDED,"6,300",0,82," 10,000 ",63%,Campaign Ended,34,13/4/21,"April 13, 2021",4,April,13,2021,16/5/21,"May 16, 2021",5,May,16,2021,TRUE,1,3,62274025,62274033,62274054,0,0,0,,1,Thank you for your generous donation!,Thank you for your generous donation!,Thank you for your generous donation!,Thank you for your generous donation!,Thank you for your generous donation!,20,50,100,200,"Help pregnant teenagers in need this Ramadan

Many young teens who turn to us for assistance come from low-income families. The unplanned pregnancy places immense financial and emotional stress on their families, exacerbating existing issues. Hence, for the month of Ramadan, Babes is raising funds to give all our beneficiaries and their loved ones household vouchers they can use to prepare and celebrate the festivities. 

Lend a helping hand and make a difference to bring some joy and respite to those in need. 

Excess funds would go towards supporting operational expenses.

Image credits: Taqirumi","Babes Pregnancy Crisis Support Ltd offers support to pregnant teenagers by proactively providing information and community resources that facilitate responsible decision making. Babes believes that support from her family, friends and wider community is essential for a pregnant teenager to make her decision responsibly and for her to experience a sense of normalcy in this difficult period.",,,Children & Youth,,,,,,,,,,,Women & Girls,,,Children & Youth,,,,,,Families,,,,,Women & Girls
61990292,1,Stand in Solidarity - Save Blood Cancer Patients Today #SGUnited #WeGiveinSolidarity,The Bone Marrow Donor Programme,1,ENDED,"1,150",0,20," 15,000 ",8%,Campaign Ended,27,15/4/21,"April 15, 2021",4,April,15,2021,11/5/21,"May 11, 2021",5,May,11,2021,TRUE,1,2,61995297,62563427,0,0,0,0,,1,Thank you for saving a life and standing in solidarity with patients and their loved ones.,Thank you for saving a life and standing in solidarity with patients and their loved ones.,Thank you for saving a life and standing in solidarity with patients and their loved ones.,Your $180 donation will enable ONE POTENTIAL MARROW DONOR to be added to the register and increase that unique chance of finding a match to a patient! Thank you for your thoughtful contribution,Thank you for saving a life and standing in solidarity with patients and their loved ones.,20,60,100,180,"Leukaemia and Lymphoma are blood-diseases that continue to strike any one at any time even during COVID-19. Very often, a bone marrow transplant will be their last chance of survival. 

URGENT bone marrow transplants must still take place. Patients with already weakened immunities cannot wait till a better time when the COVID pandemic is over to safely proceed. Their LIVES TODAY simply DEPEND ON this life-saving transplant.

Needy patients and their loved ones have a greater emotional burden and worry if they will still be able to get the financial subsidies needed for their bone marrow transplant and post-transplant recovery. (Transplant costs start from at least S$70,000).

Please let these patients and their loved ones know they are not forgotten in times of crisis with a kind donation to BMDP from the Solidarity Payment we have all received.

Giving.SG is lending their support too with no admin fees charged during this period. YES! That means 100% of your donation will aid the cause!

Let us unite and save lives together! #SGUnited #WeGiveinSolidarity","Blood diseases such as Leukaemia, Lymphoma and Myeloma can strike any one at any time. When all other treatment has failed, a bone marrow transplant is their only chance of survival.

When patients are unable to find a matching donor within their family, they come to us in search of a Matched Unrelated Donor (MUD), who could give them a second chance at life. As finding a MUD means a healthy donor with the same DNA profile, the odds of finding that unique match is very low.

Thus since 1993, we at the Bone Marrow Donor Programme (BMDP) are committed to building and managing Singapore's only register of volunteer marrow donors. Providing hope for patients suffering from blood-related diseases.

For more information, please visit www.bmdp.org

UEN: S93SS0141J / IPC: HEF0015/G",,,Children & Youth,,,Education,,,,Health,,Social Service,,,,,Children & Youth,,,Education,,,,Health,,Social Service,,
