Receiving NPO Name*,UEN
Centre 42 Limited,201403108H
Montfort Care,200814118E
Ashoka : Innovators For The Public (Singapore) Limited,201020535E
PM.Haze,T16SS0125L
IC@RE HUB LTD.,201307803W
Singapore Red Cross Society,S86CC0370E
Metta Welfare Association,S94SS0081K
Pangdemonium Theatre Company Ltd.,201229915M
Singapore Buddhist Welfare Services,S81SS0060H
Presbyterian Community Services,S75SS0022H
En Community Services Society,T03SS0051L
Lakeside Family Services,S97SS0022B
The Straits Times School Pocket Money Fund,T11CC0007D
Friends of the Disabled Society,T00SS0207F
HCSA Community Services,S97SS0023J
Children-At-Risk Empowerment Association (CARE Singapore),T00SS0043E
Autism Association (Singapore),S92SS0124D
National Gallery Singapore,200900977G
Community Chest,T03CC1692B
Daughters Of Tomorrow Limited,201425430M
Focus on the Family Singapore Limited,200108115N
Chinese Development Assistance Council,199202625K
National Gallery Singapore,200900977G
Children's Cancer Foundation,201934434R
Dover Park Hospice,S92SS0138D
CLARITY SINGAPORE LIMITED,201021634E
President's Challenge,T03CC1692B
President's Challenge,T03CC1692B
President's Challenge,T03CC1692B
President's Challenge,T03CC1692B
President's Challenge,T03CC1692B
President's Challenge,T03CC1692B
SPD (formerly Society for the Physically Disabled),S64SS0052D
Boys' Town,201534576H
National Healthcare Group Fund,201623926M
Singapore Red Cross Society,S86CC0370E
Singapore Association of the Visually Handicapped,S61SS0119J
Club Rainbow (Singapore),S92SS0137H
NGEE ANN POLYTECHNIC FUND,T08CC3009A
National Volunteer & Philanthropy Centre,200817256W
Guide Dogs Singapore Ltd.,200302260G
Chen Su Lan Methodist Children's Home,S68SS0016K
Make-A-Wish Foundation (S) Ltd,200201965D
St. John's Home For Elderly Persons,S61SS0176G
BEYOND SOCIAL SERVICES,S87SS0025J
Children's Wishing Well,200201465K
Children's Cancer Foundation,201934434R
Breast Cancer Foundation,S97SS0137L
Kampung Senang Charity & Education Foundation,S99SS0044C
Muslimin Trust Fund Association,190400006N
SingHealth Fund,201624016E
Care Corner Singapore Ltd,198105641M
Canossaville Children and Community Services,S87CC0462K
Children's Aid Society,S62SS0031K
Project Smile Limited,201406530G
Children's Cancer Foundation,201934434R
Singapore Cancer Society,S65SS0033F
SAtheCollective Ltd,201629632R
Public Free Clinic Society,S95SS0069F
The National Kidney Foundation,200104750M
HUMANITARIAN ORGANISATION FOR MIGRATION ECONOMICS,T04SS0193H
Children-At-Risk Empowerment Association (CARE Singapore),T00SS0043E
Care for the Elderly Foundation (Singapore),S95SS0134B
The Boys' Brigade in Singapore,S62SS0041D
Voices For Animals,T14SS0132G
The Boys' Brigade in Singapore,S62SS0041D
Home Nursing Foundation,S76SS0044D
Care Corner Singapore Ltd,198105641M
Care Corner Seniors Services Ltd,201533890R
NCCS Cancer Fund,201624016E
Home Nursing Foundation,S76SS0044D
SAWL Scholarship Fund,S89CC0680J
Cycling Without Age Singapore,201714757N
President's Challenge,T03CC1692B
Make-A-Wish Foundation (S) Ltd,200201965D
The Singapore Association for the Deaf,S62SS0061C
Community Chest,T03CC1692B
SAtheCollective Ltd,201629632R
Singapore Children's Society,S62SS0057G
Caregivers Alliance Limited,201131617N
Willing Hearts,T05SS0071J
Centre for Fathering Ltd,200101825N
Special Olympics Singapore,S91SS0003B
President's Challenge,T03CC1692B
The Singapore Association for the Deaf,S62SS0061C
President's Challenge,T03CC1692B
Cycling Without Age Singapore,201714757N
Blossom Seeds Limited,201304904N
Rainbow Centre,S92SS0061A
Singapore Children's Society,S62SS0057G
Food From The Heart,200721064R
Caritas Singapore Community Council - The Caritas Singapore Agape Fund,T06CC2001K
Riding For The Disabled Association of Singapore,S82SS0081H
Community Chest,T03CC1692B
Methodist Welfare Services,S81SS0088H
HANDICAPS WELFARE ASSOCIATION,S69SS0057J
SG Serve Ltd,201621736D
Children's Wishing Well,200201465K
HUMANITARIAN ORGANISATION FOR MIGRATION ECONOMICS,T04SS0193H
FOUNDATION OF ROTARY CLUBS (S) LTD,199300813R
HUMANITARIAN ORGANISATION FOR MIGRATION ECONOMICS,T04SS0193H
New Hope Community Services,T04SS0026C
Lions Befrienders Service Association,S95SS0076A
Care Corner Seniors Services Ltd,201533890R
Causes For Animals (Singapore) Limited,201314186Z
The Salvation Army,T07CC3012G
Save Our Street Dogs,T12SS0058C
Children's Cancer Foundation,201934434R
Causes For Animals (Singapore) Limited,201314186Z
HUMANITARIAN ORGANISATION FOR MIGRATION ECONOMICS,T04SS0193H
Migrant Workers' Assistance Fund,T12CC0003C
AWWA Ltd,201500785Z
Geylang East Home For The Aged,T01SS0110J
The National Kidney Foundation,200104750M
Lions Befrienders Service Association,S95SS0076A
President's Challenge,T03CC1692B
Club Rainbow (Singapore),S92SS0137H
Autism Association (Singapore),S92SS0124D
SAtheCollective Ltd,201629632R
Vision 2030 Fund,T14CC0007H
Teen Challenge,S87SS0001D
Dover Park Hospice,S92SS0138D
The Food Bank Singapore Ltd,201200654E
Make-A-Wish Foundation (S) Ltd,200201965D
Children's Wishing Well,200201465K
SPD (formerly Society for the Physically Disabled),S64SS0052D
Sing'theatre Ltd,200615018Z
ARTDIS (Singapore) Ltd.,199500567G
Singapore Children's Society,S62SS0057G
Dover Park Hospice,S92SS0138D
President's Challenge,T03CC1692B
Children's Wishing Well,200201465K
Singapore Council of Women's Organisations - Service Fund,T09CC0010H
AMKFSC Community Services,201229817Z
Willing Hearts,T05SS0071J
President's Challenge,T03CC1692B
YMCA of Singapore,S61SS0045E
President's Challenge,T03CC1692B
Boys' Town,201534576H
NCCS Cancer Fund,201624016E
Babes Pregnancy Crisis Support Ltd,201314611H
President's Challenge,T03CC1692B
Causes For Animals (Singapore) Limited,201314186Z
IC@RE HUB LTD.,201307803W
Bartley Community Care Services,T01SS0004H
Bless Community Services,T08SS0032L
President's Challenge,T03CC1692B
SCWO-Star Shelter,T00CC1406K
Willing Hearts,T05SS0071J
RSVP Singapore The Organisation of Senior Volunteers,S99SS0039L
President's Challenge,T03CC1692B
Geylang East Home For The Aged,T01SS0110J
President's Challenge,T03CC1692B
Save Our Street Dogs,T12SS0058C
Causes For Animals (Singapore) Limited,201314186Z
Singapore Red Cross Society,S86CC0370E
Singapore Red Cross Society,S86CC0370E
Singapore Red Cross Society,S86CC0370E
Lions Befrienders Service Association,S95SS0076A
FOUNDATION OF ROTARY CLUBS (S) LTD,199300813R
President's Challenge,T03CC1692B
President's Challenge,T03CC1692B
President's Challenge,T03CC1692B
President's Challenge,T03CC1692B
President's Challenge,T03CC1692B
President's Challenge,T03CC1692B
President's Challenge,T03CC1692B
Singapore Cancer Society,S65SS0033F
President's Challenge,T03CC1692B
Special Olympics Singapore,S91SS0003B
Sri Krishna Mandir Welfare Society,T02SS0007A
Education Fund,T06CC3002H
Education Fund,T06CC3002H
Food From The Heart,200721064R
NCCS Cancer Fund,201624016E
Food From The Heart,200721064R
NCCS Cancer Fund,201624016E
Society for the Aged Sick,S68SS0022J
The Boys' Brigade in Singapore,S62SS0041D
Methodist Welfare Services,S81SS0088H
President's Challenge,T03CC1692B
President's Challenge,T03CC1692B
President's Challenge,T03CC1692B
President's Challenge,T03CC1692B
President's Challenge,T03CC1692B
President's Challenge,T03CC1692B
President's Challenge,T03CC1692B
President's Challenge,T03CC1692B
Shared Services For Charities Limited,200823086Z
SGH Health Development Fund,201624016E
EtonHouse Community Fund Limited,201312095N
Breast Cancer Foundation,S97SS0137L
Singapore Council of Women's Organisations - Service Fund,T09CC0010H
NCCS Cancer Fund,201624016E
SASCO Senior Citizens' Home,S89CC0702G
Children's Cancer Foundation,201934434R
Community Chest,T03CC1692B
NUHS Fund Limited,201203593Z
NCCS Cancer Fund,201624016E
South Central Community Family Service Centre Limited,201301276N
Sian Chay Medical Institution,S62SS0055D
Assisi Hospice,201208993Z
Alzheimer's Disease Association,S91SS0018J
Mercy Relief,200306035Z
President's Challenge,T03CC1692B
President's Challenge,T03CC1692B
President's Challenge,T03CC1692B
Club Rainbow (Singapore),S92SS0137H
ASSOCIATION FOR PERSONS WITH SPECIAL NEEDS,S75SS0058K
SKH Better Health Fund,201624016E
Down Syndrome Association,S96SS0170K
St. John's Home For Elderly Persons,S61SS0176G
President's Challenge,T03CC1692B
Cycling Without Age Singapore,201714757N
Club Rainbow (Singapore),S92SS0137H
Yellow Ribbon Fund,T04CC1808H
The Community Justice Centre,201231446R
Save Our Street Dogs,T12SS0058C
Children's Cancer Foundation,201934434R
Children's Wishing Well,200201465K
O'Joy Limited,201805560D
Children-At-Risk Empowerment Association (CARE Singapore),T00SS0043E
The Singapore Association for the Deaf,S62SS0061C
Children-At-Risk Empowerment Association (CARE Singapore),T00SS0043E
Children-At-Risk Empowerment Association (CARE Singapore),T00SS0043E
Children-At-Risk Empowerment Association (CARE Singapore),T00SS0043E
The TENG Company Ltd,201502077Z
SSVP Ltd,201906514D
The Straits Times School Pocket Money Fund,T11CC0007D
Children's Cancer Foundation,201934434R
VIVA Foundation for Children with Cancer,200601578E
Willing Hearts,T05SS0071J
Children-At-Risk Empowerment Association (CARE Singapore),T00SS0043E
The Food Bank Singapore Ltd,201200654E
Children-At-Risk Empowerment Association (CARE Singapore),T00SS0043E
SPD (formerly Society for the Physically Disabled),S64SS0052D
World Vision Singapore,S81FC3015E
World Vision Singapore,S81FC3015E
World Vision Singapore,S81FC3015E
Children-At-Risk Empowerment Association (CARE Singapore),T00SS0043E
President's Challenge,T03CC1692B
Club Rainbow (Singapore),S92SS0137H
Children's Wishing Well,200201465K
AkarakA Limited,201017533Z
Club HEAL,T12SS0028K
Cheng Hong Welfare Service Society,T04SS0148G
Samaritans of Singapore,S69SS0047D
NUHS Fund Limited,201203593Z
Singapore Red Cross Society,S86CC0370E
Caregiving Welfare Association,T04SS0073G
Casa Raudha Ltd.,201713778N
YMCA of Singapore,S61SS0045E
President's Challenge,T03CC1692B
Singapore Children's Society,S62SS0057G
Children's Wishing Well,200201465K
ArtsWok Collaborative Limited,201432448C
Cat Welfare Society,S99SS0144E
President's Challenge,T03CC1692B
HUMANITARIAN ORGANISATION FOR MIGRATION ECONOMICS,T04SS0193H
Lions Befrienders Service Association,S95SS0076A
Rainbow Centre,S92SS0061A
Cerebral Palsy Alliance Singapore,S60SS0003K
Shan You,S95SS0103B
Singapore Children's Society,S62SS0057G
Singapore Red Cross Society,S86CC0370E
Singapore Red Cross Society,S86CC0370E
365 Cancer Prevention Society,T03SS0046H
SATA COMMHEALTH,194700119G
HUMANITARIAN ORGANISATION FOR MIGRATION ECONOMICS,T04SS0193H
Shan You,S95SS0103B
Rare Disorders Society (Singapore),T11SS0113L
Action for Aids Singapore,S88SS0126A
SSVP Ltd,201906514D
Singapore Hospice Council,S95SS0013E
Assisi Hospice,201208993Z
NCCS Cancer Fund,201624016E
The New Charis Mission,T06SS0166B
Children's Wishing Well,200201465K
Blessed Grace Social Services Limited,201407233M
Food From The Heart,200721064R
National Volunteer & Philanthropy Centre,200817256W
Resilience Collective Ltd,201822261W
365 Cancer Prevention Society,T03SS0046H
AWARE,S85SS0089B
Cerebral Palsy Alliance Singapore,S60SS0003K
Social Health Growth Ltd,201203801G
Social Health Growth Ltd,201203801G
#CHECKED LIMITED,200920810R
World-in-Theatre Ltd,200207216G
TTSH Community Fund,201400920N
Cerebral Palsy Alliance Singapore,S60SS0003K
Children's Cancer Foundation,201934434R
HUG Community Services Limited,201430532E
HUG Community Services Limited,201430532E
HUG Community Services Limited,201430532E
Alzheimer's Disease Association,S91SS0018J
"LOVE, NILS LTD.",201724930Z
Presbyterian Community Services,S75SS0022H
President's Challenge,T03CC1692B
Muhammadiyah Welfare Home,S89CC0701L
Beautiful People SG Ltd,201525056H
ZERO WASTE SG LIMITED,201528793W
Children-At-Risk Empowerment Association (CARE Singapore),T00SS0043E
Children-At-Risk Empowerment Association (CARE Singapore),T00SS0043E
HCSA Community Services,S97SS0023J
Lions Befrienders Service Association,S95SS0076A
Cerebral Palsy Alliance Singapore,S60SS0003K
TTSH Community Fund,201400920N
TTSH Community Fund,201400920N
TTSH Community Fund,201400920N
TTSH Community Fund,201400920N
Empower Ageing Limited,201619560Z
Social Health Growth Ltd,201203801G
Special Olympics Singapore,S91SS0003B
Social Health Growth Ltd,201203801G
Social Health Growth Ltd,201203801G
Social Health Growth Ltd,201203801G
Social Health Growth Ltd,201203801G
Social Health Growth Ltd,201203801G
Society for the Prevention of Cruelty to Animals,S61SS0060B
Singapore Association of the Visually Handicapped,S61SS0119J
Metta Welfare Association,S94SS0081K
Society for the Aged Sick,S68SS0022J
#CHECKED LIMITED,200920810R
HCSA Community Services,S97SS0023J
Care for the Elderly Foundation (Singapore),S95SS0134B
Singapore Children's Society,S62SS0057G
Make-A-Wish Foundation (S) Ltd,200201965D
Social Health Growth Ltd,201203801G
Social Health Growth Ltd,201203801G
Social Health Growth Ltd,201203801G
Social Health Growth Ltd,201203801G
Social Health Growth Ltd,201203801G
Social Health Growth Ltd,201203801G
Nature Society (Singapore),S61SS0142H
Cerebral Palsy Alliance Singapore,S60SS0003K
The A Cappella Society Ltd,200721181D
TOUCH COMMUNITY SERVICES,200104673R
Voices For Animals,T14SS0132G
Singapore Association of the Visually Handicapped,S61SS0119J
St Luke's Hospital,199205095C
HEALTHSERVE LTD,200615440H
President's Challenge,T03CC1692B
Voices For Animals,T14SS0132G
Singapore Children's Society,S62SS0057G
Guide Dogs Singapore Ltd.,200302260G
Sunshine Welfare Action Mission,S88SS0104K
Care Community Services Society,S96SS0195L
Willing Hearts,T05SS0071J
The Salvation Army,T07CC3012G
Alzheimer's Disease Association,S91SS0018J
SPD (formerly Society for the Physically Disabled),S64SS0052D
Food From The Heart,200721064R
Migrant Workers' Assistance Fund,T12CC0003C
Cheng Hong Welfare Service Society,T04SS0148G
Cheng Hong Welfare Service Society,T04SS0148G
Autism Association (Singapore),S92SS0124D
Migrant Workers' Assistance Fund,T12CC0003C
HEALTHSERVE LTD,200615440H
SNEC HEALTH RESEARCH ENDOWMENT FUND,T02CC1574K
Dover Park Hospice,S92SS0138D
Save Our Street Dogs,T12SS0058C
Save Our Street Dogs,T12SS0058C
The Food Bank Singapore Ltd,201200654E
The Straits Times School Pocket Money Fund,T11CC0007D
SCWO-Star Shelter,T00CC1406K
Casa Raudha Women Home,T08SS0051C
South Central Community Family Service Centre Limited,201301276N
AWWA Ltd,201500785Z
Alzheimer's Disease Association,S91SS0018J
O'Joy Limited,201805560D
Hope Initiative Alliance,T04SS0054D
HUMANITARIAN ORGANISATION FOR MIGRATION ECONOMICS,T04SS0193H
HEALTHSERVE LTD,200615440H
Singapore Association for Mental Health,S68SS0038A
Lions Befrienders Service Association,S95SS0076A
BEYOND SOCIAL SERVICES,S87SS0025J
Tsao Foundation,199302114W
Samaritans of Singapore,S69SS0047D
The Salvation Army,T07CC3012G
Singapore Red Cross Society,S86CC0370E
SPD (formerly Society for the Physically Disabled),S64SS0052D
The RICE Company Limited,201408699H
Yong-en Care Centre,S96SS0165G
Boys' Town,201534576H
Silver Ribbon (Singapore),T05SS0315B
Children's Wishing Well,200201465K
National Arthritis Foundation,S84SS0010J
The National Kidney Foundation,200104750M
Willing Hearts,T05SS0071J
Children-At-Risk Empowerment Association (CARE Singapore),T00SS0043E
Sian Chay Medical Institution,S62SS0055D
Morning Star Community Services Ltd.,201617675H
Limitless,201713769M
The National Kidney Foundation,200104750M
Nanyang Primary School,T07GS5258J
Vision 2030 Fund,T14CC0007H
Boys' Town,201534576H
Boys' Town,201534576H
BEYOND SOCIAL SERVICES,S87SS0025J
Children's Aid Society,S62SS0031K
Montfort Care,200814118E
Daughters Of Tomorrow Limited,201425430M
Children's Cancer Foundation,201934434R
Children's Wishing Well,200201465K
Children-At-Risk Empowerment Association (CARE Singapore),T00SS0043E
Caregiving Welfare Association,T04SS0073G
The National Kidney Foundation,200104750M
Singapore Thong Chai Medical Institution,196000175E
Centre 42 Limited,201403108H
Centre 42 Limited,201403108H
Children's Wishing Well,200201465K
St. Andrew's Mission Hospital,T08CC3017C
Club Rainbow (Singapore),S92SS0137H
Abilities Beyond Limitations and Expectations Ltd,201022774G
NCCS Cancer Fund,201624016E
Caritas Singapore Community Council - The Caritas Singapore Agape Fund,T06CC2001K
SMA CHARITY FUND,201305017E
Cycling Without Age Singapore,201714757N
Children's Cancer Foundation,201934434R
BEYOND SOCIAL SERVICES,S87SS0025J
Sian Chay Medical Institution,S62SS0055D
Care for the Elderly Foundation (Singapore),S95SS0134B
Singapore Association for Mental Health,S68SS0038A
Guide Dogs Singapore Ltd.,200302260G
Rare Disorders Society (Singapore),T11SS0113L
Diabetes Singapore,S71SS0043E
President's Challenge,T03CC1692B
Singapore Children's Society,S62SS0057G
Save Our Street Dogs,T12SS0058C
The Community Foundation of Singapore,200817758M
Limitless,201713769M
Lakeside Family Services,S97SS0022B
Kwong Wai Shiu Hospital,201615448C
BEYOND SOCIAL SERVICES,S87SS0025J
Care Corner Seniors Services Ltd,201533890R
Garden City Fund,T02CC1634C
Kampung Senang Charity & Education Foundation,S99SS0044C
Children's Wishing Well,200201465K
HOPE worldwide (Singapore),S98SS0151F
The Food Bank Singapore Ltd,201200654E
Mercylight Animal Rescue And Sanctuary Limited,201502278Z
Taman Jurong CCC Community Development and Welfare Fund,S87CC0501H
AWARE,S85SS0089B
Fencing Singapore,S65SS0025D
Fencing Singapore,S65SS0025D
Fencing Singapore,S65SS0025D
President's Challenge,T03CC1692B
Compassion Fund,200904371Z
Buddhist Compassion Relief Tzu-Chi Foundation (Singapore),S93SS0148C
IC@RE HUB LTD.,201307803W
South Central Community Family Service Centre Limited,201301276N
President's Challenge,T03CC1692B
Society for the Aged Sick,S68SS0022J
Assisi Hospice,201208993Z
President's Challenge,T03CC1692B
Christian Outreach to the Handicapped,S87SS0014H
BEYOND SOCIAL SERVICES,S87SS0025J
Home Nursing Foundation,S76SS0044D
O'Joy Limited,201805560D
Club Rainbow (Singapore),S92SS0137H
Club Rainbow (Singapore),S92SS0137H
Children's Wishing Well,200201465K
Club Rainbow (Singapore),S92SS0137H
TTSH Community Fund,201400920N
Concern & Care Society,T01SS0058F
Methodist Welfare Services,S81SS0088H
ONE (SINGAPORE),T05SS0263L
ZERO WASTE SG LIMITED,201528793W
Save Our Street Dogs,T12SS0058C
ZERO WASTE SG LIMITED,201528793W
Toa Payoh East CCC Community Development and Welfare Fund,T03CC1736B
SAWL Scholarship Fund,S89CC0680J
Food From The Heart,200721064R
Brain Tumour Society (Singapore) Limited,201912577E
Vision 2030 Fund,T14CC0007H
Vision 2030 Fund,T14CC0007H
Geylang East Home For The Aged,T01SS0110J
Metta Welfare Association,S94SS0081K
Kampung Senang Charity & Education Foundation,S99SS0044C
St. Andrew's Mission Hospital,T08CC3017C
Free Food For All Limited,201503391Z
KKH Health Fund,201624016E
Care Corner Seniors Services Ltd,201533890R
IC@RE HUB LTD.,201307803W
IC@RE HUB LTD.,201307803W
Parkinson Society Singapore,S96SS0203J
TOUCH COMMUNITY SERVICES,200104673R
Metta Welfare Association,S94SS0081K
St. Andrew's Mission Hospital,T08CC3017C
SOWCARE LTD.,201918865M
Sathya Sai Social Service (Singapore),S96SS0160E
BEYOND SOCIAL SERVICES,S87SS0025J
AMKFSC Community Services,201229817Z
Migrant Workers' Assistance Fund,T12CC0003C
365 Cancer Prevention Society,T03SS0046H
Oasis Second Chance Animal Shelter Ltd,201406657D
ASSOCIATION FOR PERSONS WITH SPECIAL NEEDS,S75SS0058K
IIX Global Charitable Limited,201006538Z
IIX Global Charitable Limited,201006538Z
IIX Global Charitable Limited,201006538Z
Care for the Elderly Foundation (Singapore),S95SS0134B
Children's Wishing Well,200201465K
Food From The Heart,200721064R
Public Free Clinic Society,S95SS0069F
Rainbow Centre,S92SS0061A
BEYOND SOCIAL SERVICES,S87SS0025J
HCA HOSPICE CARE,S89SS0106G
NCCS Cancer Fund,201624016E
Bartley Community Care Services,T01SS0004H
Playeum Ltd,201333807K
Equal-Ark Singapore Ltd,201536378N
St. Andrew's Mission Hospital,T08CC3017C
Bartley Community Care Services,T01SS0004H
Boys' Town,201534576H
Brain Tumour Society (Singapore) Limited,201912577E
Children's Cancer Foundation,201934434R
365 Cancer Prevention Society,T03SS0046H
WE CARE Community Services Limited,200506089N
NUHS Fund Limited,201203593Z
Promisedland Community Services,T02SS0212H
Singapore Red Cross Society,S86CC0370E
Save Our Street Dogs,T12SS0058C
Singapore Red Cross Society,S86CC0370E
ASSOCIATION FOR PERSONS WITH SPECIAL NEEDS,S75SS0058K
Arc Children's Centre Co Ltd,201021661K
Singapore Red Cross Society,S86CC0370E
Singapore Red Cross Society,S86CC0370E
Singapore Red Cross Society,S86CC0370E
Daughters Of Tomorrow Limited,201425430M
The Food Bank Singapore Ltd,201200654E
LEMBAGA BIASISWA KENANGAN MAULUD,S66SS0027A
The Food Bank Singapore Ltd,201200654E
Sian Chay Medical Institution,S62SS0055D
ACRES,T01SS0121K
Care Community Services Society,S96SS0195L
Boys' Town,201534576H
Autism Resource Centre (S),S99SS0148L
The Food Bank Singapore Ltd,201200654E
Geylang East Home For The Aged,T01SS0110J
Garden City Fund,T02CC1634C
Blossom World Society,T08SS0161K
National Gallery Singapore,200900977G
Blossom World Society,T08SS0161K
SPD (formerly Society for the Physically Disabled),S64SS0052D
SUN-DAC,S93SS0060K
Willing Hearts,T05SS0071J
Community Chest,T03CC1692B
Arc Children's Centre Co Ltd,201021661K
Children's Cancer Foundation,201934434R
Animal Lovers League,T02SS0040E
Children's Wishing Well,200201465K
Blessed Grace Social Services Limited,201407233M
Daughters Of Tomorrow Limited,201425430M
Rare Disease Fund,201624016E
Metropolitan YMCA Singapore,S63SS0006B
Rainbow Centre,S92SS0061A
Breast Cancer Foundation,S97SS0137L
Samaritans of Singapore,S69SS0047D
Community Chest,T03CC1692B
The National Kidney Foundation,200104750M
Cerebral Palsy Alliance Singapore,S60SS0003K
All Saints Home,S87SS0068F
Community Chest,T03CC1692B
Presbyterian Community Services,S75SS0022H
NCCS Cancer Fund,201624016E
Leukemia & Lymphoma Foundation,T02SS0150A
Morning Star Community Services Ltd.,201617675H
Brighton Connection,T05SS0234C
Shan You,S95SS0103B
Social Health Growth Ltd,201203801G
Muscular Dystrophy Association (Singapore),T00SS0094D
Home Nursing Foundation,S76SS0044D
Children's Cancer Foundation,201934434R
Children's Cancer Foundation,201934434R
Victoria Junior College,T07GS0706C
NCCS Cancer Fund,201624016E
SNEC Fund,201624016E
Children-At-Risk Empowerment Association (CARE Singapore),T00SS0043E
Social Health Growth Ltd,201203801G
Daughters Of Tomorrow Limited,201425430M
Boys' Town,201534576H
IC@RE HUB LTD.,201307803W
Children-At-Risk Empowerment Association (CARE Singapore),T00SS0043E
IC@RE HUB LTD.,201307803W
Club Rainbow (Singapore),S92SS0137H
Animal Lovers League,T02SS0040E
Family Life Society,S85SS0018D
AWWA Ltd,201500785Z
Children's Cancer Foundation,201934434R
AWWA Ltd,201500785Z
Children-At-Risk Empowerment Association (CARE Singapore),T00SS0043E
Metropolitan YMCA Singapore,S63SS0006B
Catholic Welfare Services Singapore,S61SS0167J
Care Community Services Society,S96SS0195L
Metropolitan YMCA Singapore,S63SS0006B
Singapore Association for Mental Health,S68SS0038A
#CHECKED LIMITED,200920810R
National Gallery Singapore,200900977G
Breast Cancer Foundation,S97SS0137L
YMCA of Singapore,S61SS0045E
Xin Yuan Community Care,T05SS0150E
RSVP Singapore The Organisation of Senior Volunteers,S99SS0039L
The National Kidney Foundation,200104750M
CGH Health Fund,201624016E
NCCS Cancer Fund,201624016E
World Vision Singapore,S81FC3015E
Leukemia & Lymphoma Foundation,T02SS0150A
SATA COMMHEALTH,194700119G
Metropolitan YMCA Singapore,S63SS0006B
Singapore Association for Mental Health,S68SS0038A
ACRES,T01SS0121K
Home Nursing Foundation,S76SS0044D
SingHealth Fund,201624016E
St. Andrew's Mission Hospital,T08CC3017C
Presbyterian Community Services,S75SS0022H
Breast Cancer Foundation,S97SS0137L
Metropolitan YMCA Singapore,S63SS0006B
Singapore Chung Hwa Medical Institution,201109599Z
Epworth Community Services,T08SS0123D
Morning Star Community Services Ltd.,201617675H
Morning Star Community Services Ltd.,201617675H
Metropolitan YMCA Singapore,S63SS0006B
Metropolitan YMCA Singapore,S63SS0006B
Metropolitan YMCA Singapore,S63SS0006B
Metropolitan YMCA Singapore,S63SS0006B
Singapore Red Cross Society,S86CC0370E
Singapore Red Cross Society,S86CC0370E
Metropolitan YMCA Singapore,S63SS0006B
Metropolitan YMCA Singapore,S63SS0006B
Metropolitan YMCA Singapore,S63SS0006B
Metropolitan YMCA Singapore,S63SS0006B
Metropolitan YMCA Singapore,S63SS0006B
Metropolitan YMCA Singapore,S63SS0006B
Metropolitan YMCA Singapore,S63SS0006B
Metropolitan YMCA Singapore,S63SS0006B
Metropolitan YMCA Singapore,S63SS0006B
Metropolitan YMCA Singapore,S63SS0006B
Metropolitan YMCA Singapore,S63SS0006B
Social Health Growth Ltd,201203801G
Metropolitan YMCA Singapore,S63SS0006B
Metropolitan YMCA Singapore,S63SS0006B
Metropolitan YMCA Singapore,S63SS0006B
Metropolitan YMCA Singapore,S63SS0006B
SATA COMMHEALTH,194700119G
TOUCH COMMUNITY SERVICES,200104673R
Avant Theatre & Language,201105101N
ASSOCIATION FOR PERSONS WITH SPECIAL NEEDS,S75SS0058K
Singapore Red Cross Society,S86CC0370E
Hope Initiative Alliance,T04SS0054D
Canossaville Children and Community Services,S87CC0462K
The Community Justice Centre,201231446R
The Community Justice Centre,201231446R
Children's Cancer Foundation,201934434R
Community Chest,T03CC1692B
National Heritage Board - National Heritage Fund,T03CC1717K
IC@RE HUB LTD.,201307803W
IC@RE HUB LTD.,201307803W
Alzheimer's Disease Association,S91SS0018J
Social Health Growth Ltd,201203801G
Social Health Growth Ltd,201203801G
Social Health Growth Ltd,201203801G
Social Health Growth Ltd,201203801G
Social Health Growth Ltd,201203801G
National Cancer Socity,200817256J
National Heritage Board - National Heritage Fund,T03CC1717K
Club HEAL,T12SS0028K
VIVA Foundation for Children with Cancer,200601578E
Methodist Schools' Foundation,199703727C
Metropolitan YMCA Singapore,S63SS0006B
Metropolitan YMCA Singapore,S63SS0006B
Bizlink Centre (S) Ltd,199500566R
Singapore Wind Symphony (SWS),S92SS0102B
Singapore Hospice Council,S95SS0013E
HUG Community Services Limited,201430532E
Singapore Cancer Society,S65SS0033F
Methodist Schools' Foundation,199703727C
CLARITY SINGAPORE LIMITED,201021634E
Methodist Schools' Foundation,199703727C
Methodist Schools' Foundation,199703727C
Methodist Schools' Foundation,199703727C
Methodist Welfare Services,S81SS0088H
Autism Association (Singapore),S92SS0124D
Methodist Schools' Foundation,199703727C
Methodist Schools' Foundation,199703727C
Methodist Schools' Foundation,199703727C
Methodist Schools' Foundation,199703727C
Methodist Schools' Foundation,199703727C
Methodist Schools' Foundation,199703727C
Blossom Seeds Limited,201304904N
Singapore Planned Families Association,S63SS0018K
The New Charis Mission,T06SS0166B
Autism Association (Singapore),S92SS0124D
Causes For Animals (Singapore) Limited,201314186Z
Children's Cancer Foundation,201934434R
Make-A-Wish Foundation (S) Ltd,200201965D
Children-At-Risk Empowerment Association (CARE Singapore),T00SS0043E
Child At Street 11 Ltd,199501798C
Assisi Hospice,201208993Z
The Straits Times School Pocket Money Fund,T11CC0007D
Daughters Of Tomorrow Limited,201425430M
Society for the Prevention of Cruelty to Animals,S61SS0060B
Club Rainbow (Singapore),S92SS0137H
The Community Foundation of Singapore,200817758M
Methodist Schools' Foundation,199703727C
Casa Raudha Ltd.,201713778N
Malay Youth Literary Association,S48SS0014A
The Salvation Army,T07CC3012G
Malay Youth Literary Association,S48SS0014A
Methodist Schools' Foundation,199703727C
Malay Youth Literary Association,S48SS0014A
