S/N,Name of Organisation,Type,UEN,IPC Period,Sector,Classification,Activities
412,Welcare Student Care Centre,Registered,T02SS0141C,Not Applicable,Social and Welfare,Children/Youth,Training & education
413,WEST COAST CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,Registered with IPC,S99CC1352G,From 01/4/2023 to 31/3/2026,Community,South West,"Financial assistance, bursaries & scholarships Supports other Charities"
414,WEST COAST HOCK TECK SI,Registered,S76SS0054J,Not Applicable,Religious,Buddhism,
415,Wind Bands Association of Singapore,Registered,T01SS0092F,Not Applicable,Arts and Heritage,Music & Orchestras,Training & education
416,Wing Tai Foundation,Registered,T10CC0007K,Not Applicable,Social and Welfare,Community,
417,WOODBRIDGE HOSPITAL CHARITY FUND,Deregistered,T01CC1489K,From 28/2/2021 to 27/2/2024,Health,,"Public awareness, promotion & advisory Financial assistance, bursaries & scholarships Training & education Research"
418,WOODLANDS CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,Registered,T07CC2011J,Not Applicable,Community,North West,"Financial assistance, bursaries & scholarships"
419,WORD Community Church,Registered,T04SS0158A,Not Applicable,Religious,Christianity,Direct Services Training & education
420,WORLD FUTURE FOUNDATION LTD.,Registered,200816862W,Not Applicable,Others,Environment,
421,WRESTLING FEDERATION OF SINGAPORE,Registered with IPC,T08SS0214H,From 01/2/2022 to 31/1/2025,Sports,NSAs,"Public awareness, promotion & advisory Financial assistance, bursaries & scholarships Training & education"
422,WYCLIFFE BIBLE TRANSLATORS (SINGAPORE) LTD,Registered,198306044C,Not Applicable,Religious,Christianity,"Public awareness, promotion & advisory Training & education"
423,Yan Kit Village Chinese Temple,Registered,S95SS0028A,Not Applicable,Religious,Taoism,Supports other Charities
424,Yi Do An Chinese Temple,Registered,S94SS0150A,Not Applicable,Religious,Taoism,
425,YIO CHU KANG CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,Registered with IPC,S87CC0460G,From 01/4/2021 to 31/3/2024,Community,Central,"Financial assistance, bursaries & scholarships"
426,Yishun Christian Church (Council),Exempt Charity,T08CC4084H,Not Applicable,Religious,Christianity,
427,Yokoshi Tomo No Kai (Singapore),Registered,S84SS0051C,Not Applicable,Religious,Others,Direct Services
428,Young Life,Registered,T03SS0025B,Not Applicable,Religious,Christianity,Direct Services
429,YOUNG PEOPLE'S PERFORMING ARTS ENSEMBLE LTD,Registered with IPC,199900287D,From 25/5/2022 to 24/11/2023,Arts and Heritage,Theatre & Dramatic Arts,
430,Yu Feng Zhi Fu Cai Bo Xing Jun Miao,Registered,T04SS0018A,Not Applicable,Religious,Taoism,Supports other Charities
431,Yuan Meng Shih Temple,Registered,S97SS0138G,Not Applicable,Religious,Buddhism,"Public awareness, promotion & advisory"
432,Zion Living Streams Community Church,Registered,S98SS0054C,Not Applicable,Religious,Christianity,Direct Services
433,Zonta Singapore- Project Pari Fund,Registered with IPC,T10CC0004L,From 01/5/2021 to 31/1/2024,Social and Welfare,Community,"Financial assistance, bursaries & scholarships"
